epoch_utc,source_file,record_index,baseline,robust_sigma,std,mean,mad,exact_median_count,exact_median_fraction,one_lsb_deviation_count,one_lsb_deviation_fraction,sample_count,unique_value_count,min_value,max_value
2026-02-23T00:03:06.876296192,imap_idex_l1b_sci-10days_20260219_v003.cdf,11,333.172,0.120363423615766,0.120363423615766,333.18409765625006,0.0,260,0.5078125,242,0.47265625,512,5,332.846,333.498
2026-03-03T00:02:53.464206720,imap_idex_l1b_sci-10days_20260301_v003.cdf,10,333.172,0.1207279028566696,0.1207279028566696,333.16149414062505,0.0,274,0.53515625,223,0.435546875,512,5,332.846,333.498
2026-01-14T00:02:57.902459136,imap_idex_l1b_sci-10days_20260110_v003.cdf,19,333.172,0.120831900000008,0.125880037617959,333.162767578125,0.08150000000000546,256,0.5,239,0.466796875,512,5,332.846,333.498
2026-03-27T00:03:15.641615872,imap_idex_l1b_sci-10days_20260321_v016.cdf,30,333.172,0.120831900000008,0.1265929944786411,333.200970703125,0.08150000000000546,256,0.5,233,0.455078125,512,5,332.846,333.498
2026-01-22T00:03:20.791377280,imap_idex_l1b_sci-10days_20260120_v003.cdf,335,333.172,0.1208625696491238,0.1208625696491238,333.16690625,0.0,274,0.53515625,225,0.439453125,512,6,332.683,333.498
2025-11-06T21:03:41.377493120,imap_idex_l1b_sci-10days_20251106_v003.cdf,24,333.172,0.1209547780550732,0.1209547780550732,333.17391015625003,0.0,278,0.54296875,218,0.42578125,512,5,332.846,333.498
2025-11-30T00:03:24.823560064,imap_idex_l1b_sci-10days_20251126_v003.cdf,32,333.172,0.1211958641404189,0.1211958641404189,333.16499609375006,0.0,276,0.5390625,220,0.4296875,512,5,332.846,333.498
2026-05-22T00:03:12.287300864,imap_idex_l1b_sci-10days_20260520_v016.cdf,13,333.172,0.1212004635484136,0.1212004635484136,333.20415429687506,0.0,272,0.53125,219,0.427734375,512,5,332.846,333.498
2025-11-06T20:53:38.383478016,imap_idex_l1b_sci-10days_20251106_v003.cdf,21,333.172,0.1216766032790343,0.1216766032790343,333.19555859375004,0.0,267,0.521484375,228,0.4453125,512,5,332.846,333.498
2026-03-19T00:02:40.916085632,imap_idex_l1b_sci-10days_20260311_v003.cdf,22,333.172,0.1217278200190786,0.1217278200190786,333.14557617187506,0.0,264,0.515625,231,0.451171875,512,5,332.846,333.498
2026-06-23T00:02:57.903415808,imap_idex_l1b_sci-10days_20260619_v015.cdf,14,333.172,0.1218909037694103,0.1218909037694103,333.18759960937507,0.0,269,0.525390625,227,0.443359375,512,5,332.846,333.498
2026-01-22T00:02:44.791609088,imap_idex_l1b_sci-10days_20260120_v003.cdf,332,333.172,0.1221600137766569,0.1221600137766569,333.18059570312505,0.0,292,0.5703125,197,0.384765625,512,5,332.846,333.498
2025-12-25T00:02:47.052352256,imap_idex_l1b_sci-10days_20251216_v003.cdf,156,333.172,0.1221902930367374,0.1221902930367374,333.16817968750007,0.0,266,0.51953125,232,0.453125,512,5,332.846,333.498
2026-01-02T00:03:22.617187456,imap_idex_l1b_sci-10days_20260101_v003.cdf,15,333.172,0.122990595264186,0.122990595264186,333.19746875,0.0,264,0.515625,231,0.451171875,512,6,332.846,333.661
2026-07-01T00:02:45.061755008,imap_idex_l1b_sci-10days_20260629_v011.cdf,9,333.172,0.1230416769115409,0.1230416769115409,333.16117578125005,0.0,278,0.54296875,214,0.41796875,512,5,332.846,333.498
2025-12-09T00:03:24.723323520,imap_idex_l1b_sci-10days_20251206_v003.cdf,135,333.172,0.123096030856002,0.123096030856002,333.1516250000001,0.0,282,0.55078125,210,0.41015625,512,6,332.683,333.498
2026-02-15T00:03:19.001164928,imap_idex_l1b_sci-10days_20260209_v003.cdf,14,333.172,0.123233866953061,0.123233866953061,333.1538535156251,0.0,273,0.533203125,219,0.427734375,512,5,332.846,333.498
2026-04-12T00:03:02.527184128,imap_idex_l1b_sci-10days_20260410_v016.cdf,9,333.172,0.1235886511367071,0.1235886511367071,333.128384765625,0.0,271,0.529296875,211,0.412109375,512,5,332.846,333.498
2026-01-30T00:01:52.681938944,imap_idex_l1b_sci-10days_20260130_v003.cdf,0,333.172,0.1239869785855205,0.1239869785855205,333.16244921875006,0.0,259,0.505859375,238,0.46484375,512,5,332.846,333.498
2026-01-14T00:02:45.902549888,imap_idex_l1b_sci-10days_20260110_v003.cdf,18,333.172,0.124033972839325,0.124033972839325,333.123927734375,0.0,263,0.513671875,220,0.4296875,512,6,332.683,333.498
2026-01-30T00:03:08.681451648,imap_idex_l1b_sci-10days_20260130_v003.cdf,8,333.172,0.1241777055906865,0.1241777055906865,333.1493964843751,0.0,262,0.51171875,231,0.451171875,512,5,332.846,333.498
2026-07-01T00:01:41.062229504,imap_idex_l1b_sci-10days_20260629_v011.cdf,2,333.172,0.1242592978577329,0.1242592978577329,333.19842382812504,0.0,263,0.513671875,230,0.44921875,512,6,332.683,333.498
2026-03-19T00:03:16.915854208,imap_idex_l1b_sci-10days_20260311_v003.cdf,25,333.172,0.1245090450693366,0.1245090450693366,333.20192578125,0.0,265,0.517578125,224,0.4375,512,5,332.846,333.498
